"CustomerID","Recency","Frequency_1","Monetary","k4","k5","pe4","pe5","pm4","pm5"
"13635",67,1,1071.03,4,5,2,2,4,5
"13636",36,5,189.82,4,5,3,3,2,3
"13637",52,3,265.62,4,5,3,3,2,3
"13638",15,1,122.64,4,5,3,3,2,3
"13639",74,1,1033.34,4,5,2,2,4,5
"13642",215,1,275.71,2,2,4,4,3,4
"13643",31,3,173.15,4,5,3,3,2,3
"13644",16,4,656.06,4,5,2,2,4,1
"13645",120,1,252.1,4,5,3,4,2,3
"13647",9,4,404.53,4,5,3,3,1,1
"13649",256,2,173.3,2,2,4,5,3,4
"13650",16,6,306.06,4,5,3,3,1,1
"13651",39,1,79.2,4,5,3,3,2,3
"13652",45,3,365.03,4,5,3,3,4,5
"13654",43,6,451.22,4,5,2,2,4,1
"13655",114,2,466.49,4,5,2,4,4,5
"13656",164,2,189.82,2,2,4,4,3,4
"13657",10,2,191.07,4,5,3,3,2,3
"13658",9,5,527.83,4,5,2,2,1,1
"13659",205,2,776.4,2,2,4,4,3,4
"13662",85,3,288.25,4,5,3,3,4,5
"13663",179,1,189.47,2,2,4,4,3,4
"13666",60,3,28.22,4,5,3,3,2,3
"13667",149,1,293.08,2,2,4,4,3,4
"13668",2,21,297.19,4,1,1,1,1,2
"13669",50,2,109.27,4,5,3,3,2,3
"13670",75,1,349.7,4,5,3,3,4,5
"13672",301,2,93.2,2,2,4,5,3,4
"13673",18,2,188.98,4,5,3,3,2,3
"13675",151,2,243.41,2,2,4,4,3,4
"13678",151,1,232.6,2,2,4,4,3,4
"13680",1,4,928.96,4,5,2,2,4,1
"13681",17,4,206.96,4,5,3,3,2,3
"13682",187,1,59.5,2,2,4,4,3,4
"13684",285,1,63.03,2,2,4,5,3,4
"13685",2,7,445.63,4,5,2,2,1,1
"13686",182,1,72,2,2,4,4,3,4
"13689",63,1,910,4,5,2,2,4,5
"13690",59,1,172.25,4,5,3,3,2,3
"13692",24,3,496.11,4,5,2,2,4,5
"13694",3,50,1300.79,1,1,1,1,1,2
"13695",31,15,166.94,4,1,1,1,1,2
"13697",38,1,151.3,4,5,3,3,2,3
"13699",155,1,308.58,2,2,4,4,3,4
"13700",26,10,223.21,4,5,1,1,1,1
"13703",318,1,99.5,2,2,4,5,3,4
"13704",5,9,256.45,4,5,1,1,1,1
"13705",7,3,237.29,4,5,3,3,2,3
"13706",302,1,330.79,2,2,4,5,3,4
"13707",267,2,403.2,2,2,4,5,3,4
"13708",271,1,271.78,2,2,4,5,3,4
"13709",3,13,483.63,4,1,1,1,1,2
"13710",31,1,180.48,4,5,3,3,2,3
"13711",218,2,126.03,2,2,4,4,3,4
"13712",246,1,228.84,2,2,4,5,3,4
"13715",281,5,215.09,2,2,4,5,3,4
"13716",269,1,138.28,2,2,4,5,3,4
"13717",32,6,240.84,4,5,3,3,2,1
"13718",246,2,153.28,2,2,4,5,3,4
"13719",15,5,208.34,4,5,3,3,2,1
"13720",116,4,199.97,4,5,3,4,2,3
"13721",36,1,524.14,4,5,2,2,4,5
"13722",131,3,791.8,4,5,2,2,4,5
"13723",217,1,199.85,2,2,4,4,3,4
"13725",49,8,247.57,4,5,3,3,1,1
"13726",38,2,539.83,4,5,2,2,4,5
"13727",28,2,166.74,4,5,3,3,2,3
"13728",36,6,169.36,4,5,3,3,2,3
"13730",135,2,376.3,4,5,2,4,4,5
"13731",219,2,305.3,2,2,4,4,3,4
"13732",28,1,491.86,4,5,2,2,4,5
"13735",24,4,720.46,4,5,2,2,4,5
"13736",5,2,363.85,4,5,3,3,2,3
"13737",200,1,339.6,2,2,4,4,3,4
"13739",18,1,216.9,4,5,3,3,2,3
"13740",240,1,350.75,2,2,4,5,3,4
"13741",71,3,222.81,4,5,3,3,2,3
"13742",16,12,257.06,4,1,1,1,1,1
"13743",2,7,191.66,4,5,3,3,1,1
"13744",95,2,502.34,4,5,2,2,4,5
"13745",162,1,300.04,2,2,4,4,3,4
"13747",373,1,79.6,2,2,4,5,3,4
"13748",95,5,189.65,4,5,3,3,2,3
"13750",53,5,329.45,4,5,3,3,4,1
"13751",288,1,296.25,2,2,4,5,3,4
"13752",124,6,194.08,4,5,3,4,2,3
"13753",287,1,741.26,2,2,4,5,3,4
"13754",151,2,141.3,2,2,4,4,3,4
"13755",3,9,228.4,4,5,1,1,1,1
"13756",2,14,370.68,4,1,1,1,1,2
"13758",11,7,455.79,4,5,2,2,1,1
"13759",33,2,329.7,4,5,3,3,2,3
"13760",54,2,143.4,4,5,3,3,2,3
"13761",50,2,535.33,4,5,2,2,4,5
"13762",218,1,306.72,2,2,4,4,3,4
"13763",63,1,1714.96,3,4,2,2,4,5
"13764",70,3,504.69,4,5,2,2,4,5
"13767",2,37,465.42,1,1,1,1,1,2
"13769",2,10,279.65,4,5,1,1,1,1
"13771",64,4,658.61,4,5,2,2,4,5
"13772",33,3,371.04,4,5,3,3,4,3
"13774",81,1,345,4,5,3,3,4,5
"13777",0,33,787.19,1,1,1,1,1,2
"13778",103,1,178.7,4,5,3,4,2,3
"13780",7,2,180,4,5,3,3,2,3
"13781",250,1,127.84,2,2,4,5,3,4
"13782",12,6,150.95,4,5,3,3,2,1
"13784",9,11,223.89,4,5,1,1,1,1
"13786",367,1,230.4,2,2,4,5,3,4
"13787",75,2,154.52,4,5,3,3,2,3
"13790",4,1,348.8,4,5,3,3,2,3
"13791",127,2,758,4,5,2,2,4,5
"13792",66,2,97.78,4,5,3,3,2,3
"13798",1,57,651.82,1,1,1,1,1,2
"13799",116,2,344.43,4,5,2,4,4,5
"13800",309,1,558.32,2,2,4,5,3,4
"13801",66,1,324.8,4,5,3,3,4,5
"13802",138,3,1533.14,3,4,2,2,4,5
"13803",255,1,277.07,2,2,4,5,3,4
"13804",30,7,363,4,5,3,3,1,1
"13805",52,2,462.3,4,5,2,2,4,5
"13806",63,1,256.38,4,5,3,3,4,3
"13807",367,1,112.6,2,2,4,5,3,4
"13808",5,5,349.53,4,5,3,3,1,1
"13819",301,3,380.12,2,2,4,5,3,4
"13821",144,2,192.82,2,2,4,4,2,3
"13822",5,2,316,4,5,3,3,2,3
"13823",18,2,478.83,4,5,2,2,4,5
"13824",32,5,339.79,4,5,3,3,1,1
"13826",176,1,189.5,2,2,4,4,3,4
"13827",57,3,135.85,4,5,3,3,2,3
"13828",22,1,209.49,4,5,3,3,2,3
"13831",16,6,365.65,4,5,3,3,1,1
"13832",19,1,52.2,4,5,3,3,2,3
"13833",159,1,382.9,2,2,4,4,4,5
"13835",25,4,208.64,4,5,3,3,2,3
"13837",211,2,130.97,2,2,4,4,3,4
"13838",5,4,165.04,4,5,3,3,2,3
"13841",252,1,85,2,2,4,5,3,4
"13842",58,9,376.18,4,5,1,1,1,1
"13844",11,1,361.62,4,5,3,3,2,3
"13845",64,1,312.98,4,5,3,3,4,5
"13846",24,3,288.35,4,5,3,3,2,3
"13848",92,3,418.33,4,5,2,2,4,5
"13849",51,2,768.98,4,5,2,2,4,5
"13850",129,1,1595.48,3,4,2,2,4,5
"13851",95,3,883.82,4,5,2,2,4,5
"13853",57,1,1090.14,4,5,2,2,4,5
"13854",8,25,324.38,1,1,1,1,1,2
"13856",168,3,129.5,2,2,4,4,3,4
"13858",57,1,216.17,4,5,3,3,2,3
"13859",326,1,201.16,2,2,4,5,3,4
"13860",1,5,249.18,4,5,3,3,1,1
"13862",18,8,276.17,4,5,1,1,1,1
"13863",247,1,305.78,2,2,4,5,3,4
"13865",58,4,125.39,4,5,3,3,2,3
"13866",74,1,145.67,4,5,3,3,2,3
"13867",31,3,331.63,4,5,3,3,2,3
"13868",7,2,1596.27,3,4,2,2,4,5
"13869",123,4,765.59,4,5,2,2,4,5
"13870",2,8,346.37,4,5,1,1,1,1
"13871",22,13,492.56,4,1,1,1,1,2
"13873",119,3,129.87,4,5,3,4,2,3
"13874",358,1,540.45,2,2,4,5,3,4
"13875",53,5,357.36,4,5,3,3,4,1
"13876",63,1,122.7,4,5,3,3,2,3
"13877",86,1,117.24,4,5,3,3,2,3
"13878",54,1,1261.61,4,5,2,2,4,5
"13880",21,13,247.67,4,1,1,1,1,1
"13881",3,20,857.98,4,1,1,1,1,2
"13882",2,5,238.23,4,5,3,3,2,1
"13883",10,5,534.9,4,5,2,2,1,1
"13884",7,5,157.52,4,5,3,3,2,3
"13885",189,2,253.4,2,2,4,4,3,4
"13886",71,1,243.56,4,5,3,3,2,3
"13887",204,1,349.55,2,2,4,4,3,4
"13888",119,2,292.86,4,5,3,4,4,5
"13889",92,1,416.9,4,5,2,2,4,5
"13890",1,10,188.38,4,5,1,1,1,1
"13892",26,4,158.24,4,5,3,3,2,3
"13893",297,1,821.1,2,2,4,5,3,4
"13894",23,3,188.21,4,5,3,3,2,3
"13895",28,4,648.27,4,5,2,2,4,5
"13897",50,1,311.16,4,5,3,3,4,3
"13898",325,1,155.93,2,2,4,5,3,4
"13899",16,2,194.26,4,5,3,3,2,3
"13900",183,3,246.98,2,2,4,4,3,4
"13901",72,5,573.44,4,5,2,2,4,5
"13904",37,2,166.32,4,5,3,3,2,3
"13908",79,4,579.89,4,5,2,2,4,5
"13911",57,9,286.77,4,5,1,1,1,1
"13914",11,2,313.23,4,5,3,3,2,3
"13917",49,2,136.02,4,5,3,3,2,3
"13918",49,2,606.42,4,5,2,2,4,5
"13922",351,1,172.25,2,2,4,5,3,4
"13923",53,1,351.13,4,5,3,3,4,5
"13924",1,6,306.47,4,5,3,3,1,1
"13925",92,4,169.56,4,5,3,3,2,3
"13926",23,1,223.85,4,5,3,3,2,3
"13927",74,1,348.99,4,5,3,3,4,5
"13928",10,4,116.14,4,5,3,3,2,3
"13929",169,2,421.32,2,2,4,4,4,5
"13930",57,2,168.67,4,5,3,3,2,3
"13931",95,2,618.76,4,5,2,2,4,5
"13932",294,1,307.4,2,2,4,5,3,4
"13933",109,2,304.39,4,5,3,4,4,5
"13934",263,1,922.1,2,2,4,5,3,4
"13936",179,1,376.58,2,2,4,4,3,4
"13937",169,1,158.85,2,2,4,4,3,4
"13938",35,1,71.66,4,5,3,3,2,3
"13939",23,3,189.52,4,5,3,3,2,3
"13940",17,4,209.78,4,5,3,3,2,3
"13941",21,5,1022.59,4,5,2,2,4,1
"13946",79,3,187.19,4,5,3,3,2,3
"13947",65,1,90.6,4,5,3,3,2,3
"13948",360,1,102,2,2,4,5,3,4
"13949",2,6,404.55,4,5,3,3,1,1
"13950",11,4,186.27,4,5,3,3,2,3
"13951",176,3,224.82,2,2,4,4,3,4
"13952",217,2,1625.54,3,4,2,2,3,4
"13953",7,7,502.24,4,5,2,2,1,1
"13954",1,2,219.96,4,5,3,3,2,3
"13955",154,2,161.48,2,2,4,4,3,4
"13956",5,5,202.42,4,5,3,3,2,1
"13959",79,3,196.63,4,5,3,3,2,3
"13960",21,2,115.11,4,5,3,3,2,3
"13962",21,2,84.77,4,5,3,3,2,3
"13963",308,4,166.13,2,2,4,5,3,4
"13967",145,1,80.7,2,2,4,4,3,4
"13969",7,18,499.69,4,1,1,1,1,2
"13971",18,8,344.78,4,5,1,1,1,1
"13972",70,2,95.12,4,5,3,3,2,3
"13973",287,1,264.7,2,2,4,5,3,4
"13974",49,1,413.59,4,5,2,2,4,5
"13975",31,6,399.37,4,5,2,3,1,1
"13976",206,1,357.98,2,2,4,4,3,4
"13978",14,2,98.39,4,5,3,3,2,3
"13979",73,1,869.87,4,5,2,2,4,5
"13980",60,1,200.14,4,5,3,3,2,3
"13982",39,4,467.95,4,5,2,2,4,5
"13983",29,12,216.95,4,1,1,1,1,1
"13984",26,5,184.1,4,5,3,3,2,3
"13985",4,15,470.68,4,1,1,1,1,2
"13986",17,1,320.46,4,5,3,3,2,3
"13988",19,6,691.33,4,5,2,2,1,1
"13989",65,2,633.04,4,5,2,2,4,5
"13990",213,1,311.3,2,2,4,4,3,4
"13991",12,6,141.47,4,5,3,3,2,1
"13992",30,1,76.8,4,5,3,3,2,3
"13993",42,9,385.15,4,5,1,1,1,1
"13994",3,6,372.52,4,5,3,3,1,1
"13995",15,5,278.74,4,5,3,3,1,1
"13999",10,12,325.15,4,1,1,1,1,1
"14000",211,1,635.66,2,2,4,4,3,4
"14001",45,3,681.03,4,5,2,2,4,5
"14002",134,2,264.87,4,5,3,4,4,5
"14004",43,7,654.66,4,5,2,2,4,1
"14005",9,5,574.94,4,5,2,2,1,1
"14006",115,3,320.73,4,5,2,4,4,5
"14009",198,2,347.81,2,2,4,4,3,4
"14012",277,1,328.8,2,2,4,5,3,4
"14013",110,3,157.67,4,5,3,4,2,3
"14014",77,1,505.18,4,5,2,2,4,5
"14015",52,1,917.34,4,5,2,2,4,5
"14019",46,3,473.87,4,5,2,2,4,5
"14020",16,2,321.4,4,5,3,3,2,3
"14021",155,3,210.63,2,2,4,4,3,4
"14022",225,1,440,2,2,4,5,3,4
"14023",7,2,292.03,4,5,3,3,2,3
"14024",121,2,163.85,4,5,3,4,2,3
"14027",60,1,104.82,4,5,3,3,2,3
"14029",63,2,233.83,4,5,3,3,2,3
"14030",18,8,294.7,4,5,1,1,1,1
"14031",7,19,909.83,4,1,1,1,1,2
"14032",2,11,270.51,4,5,1,1,1,1
"14034",22,3,215.32,4,5,3,3,2,3
"14035",28,5,285.6,4,5,3,3,2,1
"14036",284,1,626.65,2,2,4,5,3,4
"14037",176,2,73.6,2,2,4,4,3,4
"14038",78,3,520.13,4,5,2,2,4,5
"14039",33,1,152.2,4,5,3,3,2,3
"14040",40,12,292.14,4,1,1,1,1,1
"14041",266,1,141.41,2,2,4,5,3,4
"14044",26,4,160,4,5,3,3,2,3
"14045",109,4,414.94,4,5,2,4,4,5
"14046",284,1,151.59,2,2,4,5,3,4
"14047",8,5,261.72,4,5,3,3,1,1
"14048",305,1,409.93,2,2,4,5,3,4
"14049",16,4,1368.93,4,5,2,2,4,1
"14050",31,2,373.18,4,5,3,3,4,3
"14051",0,23,678.71,1,1,1,1,1,2
"14052",19,1,225.36,4,5,3,3,2,3
"14053",124,2,130.12,4,5,3,4,2,3
"14054",65,1,92.46,4,5,3,3,2,3
"14055",106,1,725.64,4,5,2,2,4,5
"14056",1,23,352.53,1,1,1,1,1,2
"14057",23,17,365.02,4,1,1,1,1,2
"14059",266,1,183.6,2,2,4,5,3,4
"14060",4,19,323.18,4,1,1,1,1,2
"14062",9,12,872.07,4,1,1,1,1,2
"14064",29,5,262.99,4,5,3,3,2,1
"14066",266,1,152.55,2,2,4,5,3,4
"14067",63,2,187.35,4,5,3,3,2,3
"14068",320,1,265.85,2,2,4,5,3,4
"14071",3,8,177.69,4,5,3,3,1,1
"14073",32,1,151.04,4,5,3,3,2,3
"14075",4,3,314.09,4,5,3,3,2,1
"14076",129,1,114.87,4,5,3,4,2,3
"14077",40,5,99.88,4,5,3,3,2,3
"14078",101,6,174.9,4,5,3,3,2,3
"14079",124,1,375.1,4,5,2,4,4,5
"14080",32,1,45.6,4,5,3,3,2,3
"14081",302,2,454.36,2,2,4,5,3,4
"14082",364,1,182.25,2,2,4,5,3,4
"14083",4,9,109.71,4,5,1,1,1,1
"14085",2,18,244.11,4,1,1,1,1,2
"14087",2,1,188.52,4,5,3,3,2,3
"14088",10,13,3883.99,3,4,2,2,1,2
"14089",56,1,156.5,4,5,3,3,2,3
"14090",324,1,76.32,2,2,4,5,3,4
"14092",7,14,291.21,4,1,1,1,1,2
"14093",12,1,426.12,4,5,2,2,4,5
"14096",4,17,3132.85,3,4,2,2,1,2
"14098",36,1,147.35,4,5,3,3,2,3
"14099",16,11,282.2,4,5,1,1,1,1
"14100",137,1,189,2,5,3,4,3,4
"14101",73,6,996.13,4,5,2,2,4,5
"14102",5,5,200,4,5,3,3,2,1
"14104",154,2,108.11,2,2,4,4,3,4
"14105",239,1,1266.23,2,2,2,2,3,4
"14107",51,7,386.18,4,5,2,3,1,1
"14108",30,2,298.95,4,5,3,3,2,3
"14109",72,1,144.2,4,5,3,3,2,3
"14110",3,12,473.6,4,1,1,1,1,2
"14111",14,4,173.21,4,5,3,3,2,3
"14112",22,7,416.45,4,5,2,3,1,1
"14113",3,4,460.11,4,5,2,2,4,1
"14114",273,2,193.26,2,2,4,5,3,4
"14116",19,5,276.55,4,5,3,3,2,1
"14117",143,1,90,2,2,4,4,3,4
"14121",3,4,695.04,4,5,2,2,4,1
"14124",84,1,419.58,4,5,2,2,4,5
"14125",10,3,900.28,4,5,2,2,4,5
"14126",7,3,235.38,4,5,3,3,2,3
"14127",122,3,236.57,4,5,3,4,2,3
"14128",60,2,318.75,4,5,3,3,4,5
"14129",1,5,224.77,4,5,3,3,2,1
"14130",319,1,477.96,2,2,4,5,3,4
"14132",2,11,326,4,5,1,1,1,1
"14133",129,3,201.88,4,5,3,4,2,3
"14135",1,15,312.69,4,1,1,1,1,2
"14138",1,2,474.69,4,5,2,2,4,5
"14139",46,1,415.82,4,5,2,2,4,5
"14140",3,2,467.52,4,5,2,2,4,5
"14141",2,4,228.78,4,5,3,3,2,3
"14142",373,1,311.81,2,2,4,5,3,4
"14143",133,1,115.8,4,5,3,4,2,3
"14145",46,4,935.55,4,5,2,2,4,5
"14146",8,5,838.2,4,5,2,2,1,1
"14147",78,2,241.7,4,5,3,3,2,3
"14148",233,1,157.2,2,2,4,5,3,4
"14149",220,1,446.62,2,2,4,4,3,4
"14150",35,2,329.32,4,5,3,3,2,3
"14152",75,2,310.64,4,5,3,3,4,5
"14154",239,2,672.81,2,2,4,5,3,4
"14155",266,1,118.75,2,2,4,5,3,4
"14157",19,2,208.45,4,5,3,3,2,3
"14158",40,1,507.66,4,5,2,2,4,5
"14159",19,11,415.33,4,5,1,1,1,1
"14161",215,3,361.57,2,2,4,4,3,4
"14162",173,2,144.68,2,2,4,4,3,4
"14163",87,4,611.48,4,5,2,2,4,5
"14164",70,2,815.88,4,5,2,2,4,5
"14165",275,1,118.34,2,2,4,5,3,4
"14167",39,4,137.59,4,5,3,3,2,3
"14171",98,1,363.79,4,5,2,4,4,5
"14173",10,4,112.71,4,5,3,3,2,3
"14174",33,1,134.46,4,5,3,3,2,3
"14175",59,3,1074.1,4,5,2,2,4,5
"14176",297,4,144.22,2,2,4,5,3,4
"14177",86,4,134.88,4,5,3,3,2,3
"14178",8,7,223.22,4,5,3,3,1,1
"14179",40,2,343.22,4,5,3,3,4,3
"14180",10,25,189.94,1,1,1,1,1,2
"14184",66,1,452.89,4,5,2,2,4,5
"14185",331,1,197.65,2,2,4,5,3,4
"14188",30,6,342.39,4,5,3,3,1,1
"14189",2,15,310.27,4,1,1,1,1,2
"14191",1,13,360.37,4,1,1,1,1,2
"14193",67,2,426.69,4,5,2,2,4,5
"14194",4,21,540.45,4,1,1,1,1,2
"14195",201,2,506,2,2,4,4,3,4
"14196",106,1,335.52,4,5,2,4,4,5
"14198",18,4,175.35,4,5,3,3,2,3
"14199",218,1,185.4,2,2,4,4,3,4
"14201",60,7,106.78,4,5,3,3,2,1
"14204",2,1,140.19,4,5,3,3,2,3
"14205",16,2,233.35,4,5,3,3,2,3
"14206",239,1,328.16,2,2,4,5,3,4
"14208",94,1,151.74,4,5,3,4,2,3
"14209",10,6,345.57,4,5,3,3,1,1
"14210",105,6,314.84,4,5,3,4,4,1
"14211",53,9,249.01,4,5,1,1,1,1
"14212",89,1,1070.48,4,5,2,2,4,5
"14214",30,5,200.88,4,5,3,3,2,3
"14215",11,6,298.29,4,5,3,3,1,1
"14216",3,4,459.82,4,5,2,2,4,1
"14217",1,17,117.94,4,1,1,1,1,2
"14218",42,1,169.48,4,5,3,3,2,3
"14219",4,1,89.94,4,5,3,3,2,3
"14220",247,2,316.2,2,2,4,5,3,4
"14221",42,9,381.42,4,5,1,1,1,1
"14222",177,1,683.17,2,2,2,4,4,5
"14223",92,3,330.38,4,5,3,3,4,5
"14224",110,4,244.81,4,5,3,4,2,3
"14226",28,5,439.48,4,5,2,2,4,1
"14227",26,10,335.1,4,5,1,1,1,1
"14229",51,3,515.73,4,5,2,2,4,5
"14231",183,3,308.57,2,2,4,4,3,4
"14232",42,5,409.61,4,5,2,3,4,1
"14233",49,4,365.68,4,5,3,3,4,5
"14234",22,4,183.51,4,5,3,3,2,3
"14235",75,5,628.97,4,5,2,2,4,5
"14236",80,2,245.43,4,5,3,3,2,3
"14237",373,1,161,2,2,4,5,3,4
"14238",326,1,146.85,2,2,4,5,3,4
"14239",43,11,216.44,4,5,1,1,1,1
"14240",30,2,445.17,4,5,2,2,4,5
"14241",183,1,213.7,2,2,4,4,3,4
"14242",234,2,140.28,2,2,4,5,3,4
"14243",8,10,258.88,4,5,1,1,1,1
"14245",219,2,846.73,2,2,4,4,3,4
"14246",110,3,491.35,4,5,2,2,4,5
"14247",278,1,136.77,2,2,4,5,3,4
"14248",318,1,302.58,2,2,4,5,3,4
"14250",7,3,634.68,4,5,2,2,4,5
"14251",1,5,575.94,4,5,2,2,1,1
"14256",260,2,484.53,2,2,4,5,3,4
"14257",64,5,619.94,4,5,2,2,4,5
"14258",9,9,1407.78,3,4,2,2,1,1
"14259",141,1,120,2,2,4,4,3,4
"14261",50,2,581.73,4,5,2,2,4,5
"14262",8,8,327.28,4,5,1,1,1,1
"14264",154,2,166.99,2,2,4,4,3,4
"14267",162,3,505.41,2,2,2,4,4,5
"14270",331,1,492.65,2,2,4,5,3,4
"14271",225,1,112.32,2,2,4,5,3,4
"14272",73,2,218.98,4,5,3,3,2,3
"14273",51,4,139.99,4,5,3,3,2,3
"14276",98,3,373.25,4,5,2,4,4,5
"14280",196,1,134.04,2,2,4,4,3,4
"14282",3,15,244.9,4,1,1,1,1,2
"14284",30,2,297.62,4,5,3,3,2,3
"14285",21,4,477.5,4,5,2,2,4,5
"14286",23,3,1542.92,3,4,2,2,4,5
"14287",8,3,58.88,4,5,3,3,2,3
"14288",213,1,426.6,2,2,4,4,3,4
"14289",8,6,151.88,4,5,3,3,2,1
"14290",11,5,462.93,4,5,2,2,1,1
"14291",1,11,353.02,4,5,1,1,1,1
"14292",7,9,541.33,4,5,1,1,1,1
"14293",3,4,261.64,4,5,3,3,2,1
"14295",40,1,166.2,4,5,3,3,2,3
"14297",17,4,326.33,4,5,3,3,2,1
"14298",8,44,1169.93,1,1,1,1,1,2
"14299",8,9,440.62,4,5,1,1,1,1
"14300",18,1,43.2,4,5,3,3,2,3
"14301",117,1,640.14,4,5,2,2,4,5
"14304",222,1,383.45,2,2,4,4,3,4
"14305",71,3,619.65,4,5,2,2,4,5
"14306",51,2,1046.66,4,5,2,2,4,5
"14307",88,6,499.29,4,5,2,2,4,5
"14309",8,9,261.39,4,5,1,1,1,1
"14311",242,1,310.26,2,2,4,5,3,4
"14312",46,6,268.6,4,5,3,3,2,1
"14314",106,1,120,4,5,3,4,2,3
"14315",44,6,413.52,4,5,2,3,4,1
"14317",64,1,508.58,4,5,2,2,4,5
"14320",206,2,238.89,2,2,4,4,3,4
"14321",10,5,306.15,4,5,3,3,1,1
"14323",114,2,302.53,4,5,3,4,4,5
"14326",242,1,183.85,2,2,4,5,3,4
"14327",163,1,311.65,2,2,4,4,3,4
"14329",17,7,705.09,4,5,2,2,1,1
"14331",124,2,231.33,4,5,3,4,2,3
"14332",22,3,271.37,4,5,3,3,2,3
"14333",67,1,415.2,4,5,2,2,4,5
"14334",16,8,319.03,4,5,1,1,1,1
"14336",16,4,403.73,4,5,3,3,4,1
"14338",161,2,294.11,2,2,4,4,3,4
"14339",242,1,309.52,2,2,4,5,3,4
"14340",218,1,134.7,2,2,4,4,3,4
"14341",45,8,268.96,4,5,3,3,1,1
"14342",21,4,167.14,4,5,3,3,2,3
"14344",127,8,111.24,4,5,3,4,1,1
"14345",38,1,108.98,4,5,3,3,2,3
"14346",120,2,510.79,4,5,2,4,4,5
"14348",260,1,409.57,2,2,4,5,3,4
"14349",10,1,133.5,4,5,3,3,2,3
"14350",274,1,282.93,2,2,4,5,3,4
"14351",164,1,51,2,2,4,4,3,4
"14352",157,4,269.74,2,2,4,4,3,4
"14353",215,1,90.6,2,2,4,4,3,4
"14354",5,2,81.81,4,5,3,3,2,3
"14355",365,1,174.4,2,2,4,5,3,4
"14356",79,2,350.62,4,5,3,3,4,5
"14357",43,1,224.47,4,5,3,3,2,3
"14359",19,3,304.06,4,5,3,3,2,3
"14360",31,4,526.96,4,5,2,2,4,5
"14362",22,1,141.8,4,5,3,3,2,3
"14364",108,8,464.67,4,5,2,2,4,5
"14367",8,16,574.63,4,1,1,1,1,2
"14368",319,1,155,2,2,4,5,3,4
"14371",295,1,100.5,2,2,4,5,3,4
"14373",358,1,76.55,2,2,4,5,3,4
"14375",185,1,217.38,2,2,4,4,3,4
"14377",191,2,308.52,2,2,4,4,3,4
"14379",44,2,174.05,4,5,3,3,2,3
"14381",52,1,202.68,4,5,3,3,2,3
"14382",26,1,604.91,4,5,2,2,4,5
"14383",38,3,415.9,4,5,2,2,4,5
"14385",9,3,67.37,4,5,3,3,2,3
"14386",296,1,142.4,2,2,4,5,3,4
"14387",32,3,561.55,4,5,2,2,4,5
"14388",10,8,401.61,4,5,1,1,1,1
"14389",65,2,521.73,4,5,2,2,4,5
"14390",10,9,514.7,4,5,1,1,1,1
"14393",218,1,67.95,2,2,4,4,3,4
"14395",2,9,383.57,4,5,1,1,1,1
"14396",65,2,244,4,5,3,3,2,3
"14397",2,19,137.52,4,1,1,1,1,2
"14400",149,1,574.7,2,2,2,4,4,5
"14401",4,13,311.65,4,1,1,1,1,2
"14403",130,4,368.95,4,5,2,4,4,5
"14404",33,6,237.39,4,5,3,3,2,1
"14406",119,1,156.75,4,5,3,4,2,3
"14407",107,5,428.55,4,5,2,4,4,5
"14408",10,7,370.22,4,5,3,3,1,1
"14409",71,6,343.24,4,5,3,3,4,1
"14410",92,9,121.8,4,5,3,3,1,1
"14411",310,1,1063,2,2,4,5,3,4
"14412",42,2,385.01,4,5,3,3,4,5
"14413",362,1,119.4,2,2,4,5,3,4
"14414",91,7,213.85,4,5,3,3,2,1
"14415",1,13,447.28,4,1,1,1,1,2
"14416",22,2,245.11,4,5,3,3,2,3
"14418",3,3,645.75,4,5,2,2,4,5
"14419",10,6,174.25,4,5,3,3,2,1
"14420",99,1,387.52,4,5,2,4,4,5
"14421",57,2,406.56,4,5,2,3,4,5
"14422",0,6,710.61,4,5,2,2,1,1
"14423",218,1,265.2,2,2,4,4,3,4
"14424",17,1,322.08,4,5,3,3,2,3
"14426",23,10,448.17,4,5,1,1,1,1
"14427",50,2,181.67,4,5,3,3,2,3
"14428",7,5,240.66,4,5,3,3,2,1
"14431",302,1,470.36,2,2,4,5,3,4
"14432",9,6,373.9,4,5,3,3,1,1
"14434",21,6,228.8,4,5,3,3,2,1
"14436",98,1,89.06,4,5,3,4,2,3
"14437",365,1,63,2,2,4,5,3,4
"14438",306,1,131.9,2,2,4,5,3,4
"14440",8,5,471.54,4,5,2,2,1,1
"14441",0,4,428.22,4,5,2,3,4,1
"14443",53,4,355.05,4,5,3,3,4,5
"14446",0,4,244.6,4,5,3,3,2,3
"14447",18,5,232.65,4,5,3,3,2,1
"14448",9,2,187.67,4,5,3,3,2,3
"14449",18,4,216.12,4,5,3,3,2,3
"14450",180,3,161.08,2,2,4,4,3,4
"14451",60,2,312.61,4,5,3,3,4,5
"14452",10,2,126.83,4,5,3,3,2,3
"14453",190,1,119.93,2,2,4,4,3,4
"14456",5,9,330.28,4,5,1,1,1,1
"14457",310,1,113.64,2,2,4,5,3,4
"14459",155,1,1837.92,3,4,2,2,4,5
"14460",110,3,144.78,4,5,3,4,2,3
"14461",148,3,700.89,4,5,2,2,4,5
"14462",66,11,177.47,4,5,1,1,1,1
"14463",98,3,176.54,4,5,3,4,2,3
"14465",246,3,339.42,2,2,4,5,3,4
"14466",29,7,324.63,4,5,3,3,1,1
